Timestamp;Latitude;Longitude
2025-02-02T15:55:26Z;51.39111465;7.32020523
2025-02-02T15:55:37Z;51.39106152;7.32007779
2025-02-02T15:56:02Z;51.39113814;7.32016654
2025-02-02T15:56:13Z;51.39125892;7.3202671
2025-02-02T15:56:24Z;51.39131595;7.3203989
2025-02-02T15:56:32Z;51.39134481;7.32054325
2025-02-02T15:56:39Z;51.39137064;7.32068309
2025-02-02T15:56:47Z;51.39142634;7.32080195
2025-02-02T15:56:52Z;51.39152061;7.32080218
2025-02-02T15:56:57Z;51.3916284;7.32079293
2025-02-02T15:57:03Z;51.39171729;7.32086516
2025-02-02T15:57:12Z;51.39179416;7.32096054
2025-02-02T15:57:20Z;51.39187604;7.32102931
2025-02-02T15:57:32Z;51.39191334;7.32117629
2025-02-02T15:57:41Z;51.39193514;7.32131944
2025-02-02T15:57:51Z;51.39199435;7.3214426
2025-02-02T15:58:00Z;51.39204691;7.32156667
2025-02-02T15:58:09Z;51.39212598;7.32166364
2025-02-02T15:58:18Z;51.39219594;7.3217687
2025-02-02T15:58:26Z;51.39226892;7.32186355
2025-02-02T15:58:34Z;51.39235515;7.32195787
2025-02-02T15:58:39Z;51.39245479;7.32196919
2025-02-02T15:58:46Z;51.392548;7.3220251
2025-02-02T15:58:52Z;51.39263758;7.32209163
2025-02-02T15:59:01Z;51.39272129;7.32218484
2025-02-02T15:59:10Z;51.39280142;7.32227187
2025-02-02T15:59:20Z;51.39286563;7.32239129
2025-02-02T15:59:28Z;51.39293883;7.32248778
2025-02-02T15:59:37Z;51.39301369;7.32257772
2025-02-02T15:59:47Z;51.39308317;7.32269602
2025-02-02T15:59:55Z;51.39316819;7.3227708
2025-02-02T16:00:06Z;51.39320865;7.32292619
2025-02-02T16:00:14Z;51.39329509;7.3230081
2025-02-02T16:00:21Z;51.39337372;7.32309673
2025-02-02T16:00:29Z;51.39345035;7.323185
2025-02-02T16:00:38Z;51.39351958;7.32328896
2025-02-02T16:00:48Z;51.39354232;7.32344132
2025-02-02T16:00:56Z;51.39354727;7.32359142
2025-02-02T16:01:04Z;51.39360166;7.32372812
2025-02-02T16:01:13Z;51.39365913;7.32386077
2025-02-02T16:01:19Z;51.393762;7.32391092
2025-02-02T16:01:24Z;51.39384779;7.32396157
2025-02-02T16:01:33Z;51.39390301;7.32408356
2025-02-02T16:01:43Z;51.39392744;7.32423251
2025-02-02T16:01:51Z;51.39395377;7.32438564
2025-02-02T16:02:01Z;51.39400484;7.32450604
2025-02-02T16:02:09Z;51.39405136;7.32463709
2025-02-02T16:02:16Z;51.39412312;7.3247284
2025-02-02T16:02:21Z;51.39422452;7.32476219
2025-02-02T16:02:29Z;51.39429814;7.32486343
2025-02-02T16:02:37Z;51.39435662;7.32498051
2025-02-02T16:02:45Z;51.39441169;7.3251124
2025-02-02T16:02:54Z;51.39446669;7.32523732
2025-02-02T16:03:02Z;51.39452304;7.32536826
2025-02-02T16:03:11Z;51.39457739;7.32550244
2025-02-02T16:03:19Z;51.39462436;7.32563795
2025-02-02T16:03:29Z;51.39465852;7.32578526
2025-02-02T16:03:37Z;51.39469108;7.3259311
2025-02-02T16:03:47Z;51.39472018;7.32607929
2025-02-02T16:03:56Z;51.39473784;7.32622025
2025-02-02T16:04:05Z;51.39477721;7.32635166
2025-02-02T16:04:15Z;51.39483512;7.32646926
2025-02-02T16:04:22Z;51.3948734;7.32660268
2025-02-02T16:04:28Z;51.39493087;7.32673102
2025-02-02T16:04:37Z;51.39499254;7.32684999
2025-02-02T16:04:45Z;51.39504808;7.32696933
2025-02-02T16:04:54Z;51.39509522;7.32710413
2025-02-02T16:05:02Z;51.39512939;7.32724387
2025-02-02T16:05:09Z;51.39517401;7.32737325
2025-02-02T16:05:18Z;51.39519124;7.32751691
2025-02-02T16:05:26Z;51.39521038;7.32766646
2025-02-02T16:05:34Z;51.39523298;7.32781834
2025-02-02T16:05:43Z;51.39526745;7.32797763
2025-02-02T16:05:53Z;51.39530117;7.3281167
2025-02-02T16:06:01Z;51.39533668;7.32826146
2025-02-02T16:06:10Z;51.39537736;7.32840575
2025-02-02T16:06:19Z;51.39542308;7.32855186
2025-02-02T16:06:26Z;51.39549192;7.32867078
2025-02-02T16:06:33Z;51.3955585;7.32878087
2025-02-02T16:06:40Z;51.39560785;7.32891093
2025-02-02T16:06:49Z;51.39564782;7.32904114
2025-02-02T16:06:58Z;51.39563674;7.32920673
2025-02-02T16:07:06Z;51.39565478;7.32935054
2025-02-02T16:07:13Z;51.39569851;7.32947745
2025-02-02T16:07:23Z;51.39575492;7.32961069
2025-02-02T16:07:30Z;51.39577054;7.3297578
2025-02-02T16:07:38Z;51.39581896;7.32989194
2025-02-02T16:07:47Z;51.39586386;7.33002711
2025-02-02T16:07:55Z;51.39589507;7.33016856
2025-02-02T16:08:03Z;51.39594074;7.33030493
2025-02-02T16:08:11Z;51.39597759;7.33045108
2025-02-02T16:08:19Z;51.39602699;7.33058064
2025-02-02T16:08:28Z;51.39607311;7.3307279
2025-02-02T16:08:36Z;51.39611797;7.33087424
2025-02-02T16:08:44Z;51.39616138;7.33101281
2025-02-02T16:08:52Z;51.39620654;7.33114591
2025-02-02T16:09:00Z;51.39626234;7.33127377
2025-02-02T16:09:06Z;51.39633005;7.33136995
2025-02-02T16:09:14Z;51.39639997;7.33147016
2025-02-02T16:09:22Z;51.39646104;7.3315804
2025-02-02T16:09:30Z;51.3965072;7.33170661
2025-02-02T16:09:40Z;51.39654969;7.33185445
2025-02-02T16:09:49Z;51.39654638;7.33201241
2025-02-02T16:09:57Z;51.3965214;7.33216873
2025-02-02T16:10:07Z;51.39654745;7.33231667
