Latitude;Longitude
51.00783;6.91128
51.036317798370014; 6.9642549685022574
51.044926254572886; 6.951120549129192
51.05024450108418; 6.938876599357104
51.054162818306615; 6.937540895745603
51.06521628343833; 6.944442030992031
51.073119991381; 6.941770623605287
51.082071233517695; 6.932532006959076
51.0997893541102; 6.96332251492736
51.11362709274988; 6.986140785010265
51.12697169315406; 6.975789081950329
51.15343988039734; 6.965214761604108
51.16241600779588; 6.959014188598297
51.173693102777; 6.950975572494523
51.19971;6.98055
51.201691166168224; 6.9997349257856785
51.20729937129225; 7.026087244722532
51.2077963857948; 7.039474482928386
51.21282835561507; 7.0538533682354165
51.218480900373244; 7.059704087011173
51.221151641705596; 7.068926406933955
51.22500220515403; 7.076562090554116
51.22618215215286; 7.0846935985587685
51.23059115967477; 7.088561022730019
51.2357448161352; 7.092825105968054
51.24418811384545; 7.094610071123938
51.248595396299876; 7.0995683075800065
51.24971266836797; 7.104724873141675
51.26175265574315; 7.115632992993325
51.26280755609261; 7.118707099969391
51.27312370954478; 7.167458399433786
51.281543022371245; 7.184670382272065
51.28694303416416; 7.194348020619799
51.29054409720885; 7.205930310783509
51.294848445601744; 7.210497042157384
51.29724877242656; 7.217512601057744
51.3027111171425; 7.223469207197581
51.31384338354993; 7.263763420221276
51.320428481440636; 7.268962390297687
51.32764;7.26863
51.34312088466236; 7.273676524196901
51.35657348274553; 7.274593085962596
51.369879082464905; 7.274134805125301
51.38518289263086; 7.261990361729849
51.39733647858522; 7.264740047026931
51.415046149954826; 7.261645589870763
51.41896;7.26549
51.44102158385427; 7.2936185567244705
51.45879315660267; 7.288676740979348
51.46142;7.29847
51.45293;7.35096
